job_title,company_name,location,job_type,experience_level,education_req,salary_range,job_requirements,job_responsibilities,posted_date,source_platform,education_min,salary_avg_numeric,experience_group,req_sales,req_excel_office,req_komunikasi,req_english
Danamon Bankers Trainee (DBT),PT Bank Danamon Indonesia Tbk,"Jakarta Raya, Indonesia",Full Time,,"S1, Bachelor, S2, Master",,"You will experience the whole aspect of banking business and have the privilege exposure to the Top Executives and Senior Leaders. Your strategic thinking, creativity & business acumen will be incubated through in-class trainings, assignments, and leadership challenge. You also will get your own buddy and mentor in every phase of your journey with us. | Fresh graduates or those with max 2 years of work experience. | Bachelor’s (S1) or Master’s (S2) degree of any major from respectable local or overseas universities | Possess excellent analytical, communication and interpersonal skills.","IMPORTANT: Only candidates who complete this form will be reviewed for the next stage of recruitment: https://bdi.co.id/DBT3031-linkedin | Program Will Start on May 2026 | We are seeking for highly talented fresh graduates to be Danamon future leaders! | Join us, if you are: | Minimum GPA is 3.25 on a 4.0 grade scale | Highly motivated to continue learning, result oriented, persistent, and resilient person. | English language proficiency. | #Danamon #OwnYourFuture #LetsGROW",2026-02-04,LinkedIn,S1,,Unknown,0,0,1,1
Web Engineer (Contract Based),Kalbe Nutritionals (PT Sanghiang Perkasa),Jakarta Timur,Contract,,Bachelor,,"Bachelor Degree in Information System or related field | Have min. 1 years Experience in Web Engineer | Technical tools : C#/VB Programming Language, .Net, Framework, .NetCore Framework, Entity, Framework (EF), ADO .NET, Javascript, Jquery,SQL & NoSQL Database, Oracle Database, Rest, API, UI/UX Development | Preferable has experinece in Front End Development (Ex.ReactJs, VueJS, ReactNetcore, etc) and Back End Development (Ex. .Net, .NetCore,Pyhton etc) | Has drive for result attitude & innovation | Willing to be placed at Pulogadung, East Jakarta","Develop, modify, and/or enhance applications in accordance with the IT Product functional specifications, while adhering to established standards, internal Software Development Guidelines, and Software Development Security Policies. | Perform System Internal Testing to ensure the application is free from bugs and functional errors, and carry out necessary fixes before handover to the IT Product team. | Prepare and maintain comprehensive and well-structured technical documentation to support future development and maintenance activities. | Execute the development process in accordance with agreed standards, procedures, and timelines to support smooth business operations.",2026-02-25,LinkedIn,S1,,Unknown,0,0,0,0
Talent Acquisition Staff - Retail,Orang Tua Group,Jakarta,Full Time,,S1,,"Minimum education S1 majoring in Psychology with min. GPA 3.00 | Preferably have 1-2 years of working experience in the recruitment field is required for this position | Have good data analyst, reporting, and leadership skills | Willing to be placed in Head Office Cengkareng, West Jakarta","Carry out the process of recruiting employees in retail industry, both at the head office and at the factory | Assisting employer branding activities (company profile presentations, campus hiring, job fairs, resource persons) | Assist with recruitment projects (dashboard, RMS, etc.)",2026-01-02,LinkedIn,S1,,Unknown,0,1,0,0
Distribution Staff,PT Indofood CBP Sukses Makmur Tbk - Noodle Division,Semarang,Full Time,,Bachelor,,"Minimum bachelor's degree from any major. | Proficient in computer operation, including Microsoft Office (especially Excel, Word, and PowerPoint). | Accustomed to using SAP. | Thorough, organized, and able to work according to deadlines. | Able to work independently and as part of a team.","Membuat dan memproses Delivery Order (DO) serta surat jalan untuk memastikan keakuratan jumlah dan jenis barang yang dikirim. | Menjalin komunikasi intensif dengan pihak distributor terkait jadwal kedatangan barang dan penanganan klaim. | Menyusun laporan realisasi harian, mingguan, dan bulanan mengenai status pengiriman dan tingkat pemenuhan pesanan.",2026-03-03,LinkedIn,S1,,Unknown,0,1,1,0
Staff HRD (KLI-12),KitaLulus,Kota Bekasi,Full Time,,S1,,"Pendidikan: Minimal S1 Manajemen SDM, Psikologi, atau jurusan relevan (Lulusan Top 5 Universitas di Indonesia sangat diutamakan). | Pengalaman: Memiliki pengalaman minimal 3-5 tahun di bidang HR Generalist. | Keahlian Teknis: Mahir menggunakan Excel (VLOOKUP, Pivot Table, IF) dan terbiasa dengan sistem HRIS. | Pemahaman Regulasi: Memahami dasar UU Ketenagakerjaan dan prosedur operasional klaim BPJS. | Kepribadian: Komunikatif, terorganisir, dan memiliki kemampuan koordinasi yang baik. | Klik tombol Apply. | Jawab pertanyaan screening singkat melalui WhatsApp untuk melanjutkan proses seleksi.","Mengelola database karyawan secara akurat (kontrak kerja, mutasi, promosi, resign) serta memastikan pengarsipan dokumen HR tersusun rapi. | Mengelola sistem absensi dan melakukan rekapitulasi kehadiran, lembur, cuti, serta izin melalui HRIS atau Excel untuk mendukung proses payroll. | Melaksanakan proses rekrutmen end-to-end mulai dari pemasangan lowongan, screening CV, hingga tahap interview dan koordinasi dengan kandidat. | Menangani administrasi BPJS Kesehatan & Ketenagakerjaan, termasuk proses pendaftaran, pembaruan data, hingga pengurusan klaim JKK, JHT, dan JP. | Membantu pelaksanaan program pelatihan internal (administrasi, dokumentasi, kehadiran) serta mendukung operasional fasilitas kantor dan pabrik.",2026-02-12,LinkedIn,S1,,Unknown,0,1,0,0
Customer Experience SME,PT. Indosat Tbk,"Jakarta Raya, Indonesia",Full Time,,Bachelor,,"Understanding of CRM and sales distribution platforms. | Knowledge of testing lifecycle (SIT, UAT) from business perspective. | Familiarity with change management processes (RFC, MOP, CAB). | Strong documentation and presentation skills. | Excellent communication and stakeholder management skills. | Structured and analytical thinking. | Strong prioritization and multitasking capability. | High ownership and accountability. | Ability to work under pressure. | Proactive and customer-centric mindset.","The Customer Experience Subject Matter Expert (CX SME) serves as the primary business and customer experience owner for sales and customer platforms. This role ensures strong alignment between Business Units, Commercial teams, IT, and vendors to deliver solutions that meet business objectives while maintaining a consistent and high-quality customer experience. | Ensure shared understanding of scope, objectives, customer impact, and delivery timeline. | Lead handshake meetings for testing plans, including scope, roles, and entry/exit criteria. | Act as business owner during SIT and UAT phases from a customer experience perspective. | Prepare and deliver weekly project status updates, including risks, issues, and dependencies. | Own business-side change management processes, including RFC, MOP, and CAB coordination. | Validate change impact to customer journey and business operations. | Provide business sign-off for deployment readiness. | Coordinate post-test stabilization and warranty support. | Ensure closure of business issues during warranty period | Bachelor’s degree in Information Systems, Industrial Engineering, Business Information Technology, or related disciplines. | Experience in CX, CRM, sales systems, or digital projects is an advantage. | Customer journey and business process analysis.",2026-02-16,LinkedIn,S1,,Unknown,1,0,1,0
Accounting Staff,PT Alam Sutera Realty Tbk.,Kota Tangerang,Full Time,,Bachelor,,"Minimum Bachelor Degree of Accounting, from reputable university. | Have min. 1 year experience in Accounting | Able to work with a minimum supervision while understanding the necessity for communicating and coordinating work efforts with other employees and organizations. | Strong work ethic and emphasis on attention to details. | Analytical problem solving ability. | Ability to work well under pressure and within short deadlines. | Good in English both spoken and written. | Willing to be placed at Alam Sutera, Tangerang","Create detailed journal entries and post them to the general ledger (GL) to track all income statements and expenses | Handle all accounts payable and receivable on a daily basis to make sure each invoice and expense report is accurate | Enter financial data into computer software, making sure all bills and invoices are filed correctly | Prepare for quarterly reporting using standard best practices and assist in monthly closings",2026-02-26,LinkedIn,S1,,Unknown,0,0,0,1
Relationship Officer Program,PT Bank Central Asia Tbk (BCA),"Jakarta Raya, Indonesia",Full Time,,"Diploma, S1, Bachelor",,Equipped with 1-year training to strengthen candidate's soft skills | Hold a diploma Bachelor Degree (S1) in any field,"Be a part of BCA’s marketer! | Are you a great marketer and negotiator? Do you enjoy building relationships with new people? If so, you might be the right person to join our Relationship Officer Program. | As a Relationship Officer, you will: | Actively look into customer needs and assist them in obtaining financial assistance across the entire BCA product line | Create new customer leads and preserve positive connections by developing rapport and empathy | Analyze potential borrowers' creditworthiness | Benefits you will get: | Becoming a permanent employee at a BCA branch office | Pocket money, health insurance, holiday allowances, and year-end allowances | This position is for you if you: | Are not married and willing not to get married during training | Are willing to undergo an official bond after training | Are interested in marketing or business field and passionate in the field of entrepreneurship | Oriented to targets and goals | Capable of executing the client value propositions, positioning, segmentation, pricing, targeting, channel strategies, and competitive differentiation | If the above vacancy catches your eye, apply now!",2026-02-18,LinkedIn,D3,,Unknown,1,1,0,0
Akuntansi Keuangan,PT Gohalalgo Syariah Indonesia,Jakarta Selatan,Tidak Disebutkan,1 tahun,D3,Rp 4.000.000 - Rp 5.700.000,"Persyaratan | Pria / Wanita | Maksimal 30 Tahun | Pendidikan Minimal D3 Akuntansi | Mahir dan memiliki pengalaman minimal 1 tahun menggunakan Accurate | Memiliki pemahaman dan penjurnalan akuntansi | Terbiasa menggunakan MS. Office terutama Excel | Memiliki Brevet A & B  | Mampu Bekerja secara mandiri dan team | Mampu berkomunikasi dengan baik  | Rajin, teliti, jujur, pekerja keras dan bertanggung jawab | Memiliki semangat, disiplin, dan loyal  | Lokasi kerja di Jakarta Selatan dan BSD","Deskripsi Pekerjaan | Mengelola dan merekonsiliasi transaksi keuangan, memastikan semua transaksi dicatat dengan benar | Menyiapkan laporan keuangan bulanan dan tahunan, termasuk neraca & laba rugi | Mengelola jurnal, akrual, dan penyesuaian transaksi keuangan | Menyiapkan dan menyerahkan pembayaran pajak bulanan dan pelaporan pajak tepat waktu  | Memastikan kepatuhan terhadap peraturan perpajakan  | Bekerjasama dengan divisi lain untuk memenuhi kebutuhan   | Membantu manager dalam membuat evaluasi kinerja seperti membuat laporan atau mengalisis data",2026-03-04,Karir.com,D3,4850000.0,Junior,0,1,0,0
Petugas Operasional Kredit,PT Mitra Langgeng Sejati,Jakarta Selatan,Tidak Disebutkan,,"S1, D3",Rp 3.000.000 - Rp 5.000.000,"Pendidikan min D3 semua jurusan IPK 2.75 | Belum Menikah | Sehat jasmani | Tidak sedang terikat dengan perusahaan lain  | Diutamakan berdomisili Tangerang, Banten dan sekitar","Mengelola operasional, administrasi, dan dokumentasi kredit dari pengajuan hingga pencairan | Memastikan kelengkapan berkas | Melakukan verifikasi, mengelola administrasi, hingga pelaporan debitur",2026-03-04,Karir.com,D3,4000000.0,Unknown,0,0,0,0
Teknisi Apartemen,PT Mitra Langgeng Sejati,Jakarta Selatan,Tidak Disebutkan,1 tahun,"S1, D3, SMA",Rp 4.500.000 - Rp 8.000.000,Pendidikan min SMK teknik (listrik/mesin/pendingin) | Berpengalaman  | Memahami K3 | Benefit : | Gaji umk+bpjs,"Bertanggung jawab melakukan perawatan, perbaikan, dan inspeksi rutin fasilitas gedung (listrik, plumbing, HVAC, genset)  | Memastikan operasional aman, efisien, dan nyaman bagi penghuni",2026-03-04,Karir.com,SMA/SMK,6250000.0,Junior,0,0,0,0
Front Liner,PT Mitra Langgeng Sejati,Jakarta Selatan,Tidak Disebutkan,,"S1, D3",Rp 3.500.000 - Rp 6.500.000,"Pendidikan min D3 semua jurusan IPK 2.75 | Belum Menikah | Sehat jasmani | Tidak sedang terikat dengan perusahaan lain  | Diutamakan berdomisili Tangerang, Banten dan sekitar","Melayani nasabah secara langsung | Meliputi transaksi keuangan | Menginformasi produk, hingga penyelesaian masalah, dengan tujuan memberikan pengalaman positif  | Membangun hubungan baik mencakup menyambut, melayani setor/tarik tunai, membuka/menutup rekening, menjawab pertanyaan, menawarkan produk,  | Menangani keluhan dengan sikap ramah, sopan, serta solutif.",2026-03-04,Karir.com,D3,5000000.0,Unknown,0,0,0,0
Petugas IT,PT Mitra Langgeng Sejati,Jakarta Selatan,Tidak Disebutkan,1 tahun,"S1, D3",Rp 4.500.000 - Rp 8.500.000,"Laki-laki | Teliti | Pend. jurusan IT min D3 | Belum menikah | Ipk min 2,75 | Benefit : | Gaji = UMP + BPJS","Melakukan instalasi, konfigurasi, dan pemeliharaan komputer, jaringan, dan perangkat keras perbankan | Memantau kinerja sistem agar tetap stabil dan memberikan bantuan teknis langsung kepada pengguna (user). | Melakukan analisis",2026-03-04,Karir.com,D3,6500000.0,Junior,0,0,0,0
Field Collection,PT Mitra Langgeng Sejati,Jakarta Selatan,Tidak Disebutkan,1 tahun,SMA,Rp 2.000.000 - Rp 3.500.000,"Min. SMA / Sederajat | Pengalaman Min. 1 Tahun | Pekerja keras | Pantang Menyerah | Dapat Mencapai Target | Memiliki Banyak Jejaring Sosial | Diutamakan domisili: Bandar Lampung, Malang, Banjarmasin, Makassar, Manado, Denpasar, Jayapura | Benefit :  | Gaji ump | Tunjangan Kendaraan 400.000 | BPJS",,2026-03-04,Karir.com,SMA/SMK,2750000.0,Junior,0,0,0,0
